student_name,teacher_name,grade,time_in,time_out,what_happened,does_students_behavior_pose_a_safety_risk_to_them_or_others,student_sent_to_administrator,isla_debrief_completed,coached_student_on_appropriate_behavior_skill,practiced_re_connection_conversation_with_you,did_the_student_complete_a_re_connection_card,did_the_student_do_the_re_connection_conversation_with_their_teacher,did_the_student_reenter_the_classroom,if_not_why,minutes_in_office,notes,time_lost,date
Gilderoy Lockhart,Iron Fist,8,2020-01-17T14:35:03Z,2020-01-17T15:05:58Z,[teacher report of what happened],No,No,Yes,Yes,No,Yes,No,No,Student not ready,1899-12-30T00:30:55Z,,30.9166666666667,2020-01-17
Gilderoy Lockhart,Iron Fist,8,2020-01-23T14:27:30Z,2020-01-23T15:03:04Z,[teacher report of what happened],No,No,Yes,Yes,No,Yes,No,No,Stayed until end of period,1899-12-30T00:35:34Z,,35.566666674614,2020-01-23
Gilderoy Lockhart,Iron Fist,8,2020-02-12T09:47:42.:00Z,2020-02-12T10:35:18Z,[teacher report of what happened],No,No,No,No,No,No,No,No,Student not ready,1899-12-30T00:47:35Z,,47.5833333412806,2020-02-12
Gilderoy Lockhart,Iron Fist,8,2020-02-13T08:26:13Z,2020-02-13T09:03:00Z,[teacher report of what happened],No,Yes,Yes,Yes,Yes,No,Yes,Yes,,1899-12-30T00:36:47Z,,36.7833333333333,2020-02-13
Gilderoy Lockhart,Professor X,8,2019-10-14T12:48:27Z,2019-10-14T13:09:25Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:20:58Z,,20.9666666666667,2019-10-14
Alice Longbottom,Hawkgirl,8,2020-02-11T10:39:20Z,2020-02-11T10:58:54Z,[teacher report of what happened],No,No,No,No,Yes,No,No,No,Student not ready,1899-12-30T00:19:33.:00Z,,19.5666666666667,2020-02-11
Alice Longbottom,Captain America,8,2019-09-16T09:22:06Z,2019-09-16T09:28:58Z,,,Yes,Yes,Yes,Yes,No,Yes,Yes,,1899-12-30T00:06:52Z,[ISLA facilitator notes],6.86666666666667,2019-09-16
Alice Longbottom,Captain America,8,2019-09-23T09:19:44Z,2019-09-23T10:10:25Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,No,Teacher not ready,1899-12-30T00:50:41Z,,50.6833333333333,2019-09-23
Alice Longbottom,Captain America,8,2019-10-04T13:39:25Z,2019-10-04T14:23:05Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:43:40Z,,43.6666666666667,2019-10-04
Alice Longbottom,Captain America,8,2019-10-14T13:42:42Z,2019-10-14T13:59:19Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,Yes,,1899-12-30T00:16:37Z,,16.6166666666667,2019-10-14
Alice Longbottom,Captain America,8,2019-10-15T13:20:47Z,2019-10-15T13:53:13Z,[teacher report of what happened],No,No,Yes,Yes,Yes,No,Yes,No,Other,1899-12-30T00:32:26Z,[ISLA facilitator notes],32.4333333333333,2019-10-15
Alice Longbottom,Captain America,8,2019-10-29T12:41:58Z,,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Teacher not ready,,,,2019-10-29
Alice Longbottom,Superman,8,2019-11-19T10:28:18Z,2019-11-19T10:58:28Z,[teacher report of what happened],No,Yes,No,No,No,No,No,No,Other,1899-12-30T00:30:10Z,[ISLA facilitator notes],30.1666666666667,2019-11-19
Alice Longbottom,Superman,8,2020-01-15T10:56:36Z,2020-01-15T11:14:55.:00Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:18:19.:00Z,,18.3333333174388,2020-01-15
Alice Longbottom,Silver Surfer,8,2020-02-26T08:32:55Z,2020-02-26T08:54:00Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,Yes,,,,21.0833333333333,2020-02-26
Alice Longbottom,Black Widow,8,2019-10-14T12:31:23Z,2019-10-14T12:40:18.:00Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,Yes,,1899-12-30T00:08:55.:00Z,,8.93333332538605,2019-10-14
Alice Longbottom,Black Widow,8,2020-02-21T12:32:51Z,2020-02-21T13:11:52Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,,[ISLA facilitator notes],39.016666674614,2020-02-21
Alice Longbottom,Black Widow,8,2020-03-12T13:05:56Z,2020-03-12T13:13:58Z,[teacher report of what happened],No,No,Yes,Yes,Yes,No,Yes,No,Not enough time left in period,,,8.03333333333333,2020-03-12
Alice Longbottom,Mr. Fantastic,8,2019-10-03T13:46:49Z,2019-10-03T14:33:06Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,Yes,,1899-12-30T00:46:17Z,,46.2833333333333,2019-10-03
Alice Longbottom,Mr. Fantastic,8,2019-11-04T13:27:40Z,2019-11-04T14:11:12.:00Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:43:33Z,,43.5499999920527,2019-11-04
Alice Longbottom,Mr. Fantastic,8,2019-11-14T13:25:09Z,2019-11-14T13:57:49Z,[teacher report of what happened],No,No,Yes,Yes,No,No,Yes,Yes,,1899-12-30T00:32:40Z,[ISLA facilitator notes],32.6666666666667,2019-11-14
Alice Longbottom,Mr. Fantastic,8,2019-12-11T10:07:01.:00Z,2019-12-11T10:30:52Z,[teacher report of what happened],No,No,Yes,Yes,No,No,Yes,Yes,,1899-12-30T00:23:50Z,,23.8333333412806,2019-12-11
Alice Longbottom,Mr. Fantastic,8,2019-12-12T13:31:42Z,2019-12-12T14:21:54Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,Yes,,1899-12-30T00:50:12Z,,50.2,2019-12-12
Alice Longbottom,Mr. Fantastic,8,2020-02-18T14:19:11Z,2020-02-18T15:00:49Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Teacher not ready,1899-12-30T00:41:38Z,,41.6333333333333,2020-02-18
Alice Longbottom,Shazam!,8,2020-02-05T11:41:56Z,2020-02-05T11:46:17Z,[teacher report of what happened],No,No,No,No,No,No,No,Yes,,1899-12-30T00:04:21Z,,4.35,2020-02-05
Alice Longbottom,Black Panther,8,2019-10-15T14:05:58Z,2019-10-15T15:03:05Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Other,1899-12-30T00:57:06.:00Z,[ISLA facilitator notes],57.1166666587194,2019-10-15
Frank Longbottom,Hawkgirl,6,2020-02-13T13:41:26Z,2020-02-13T14:12:06Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:30:40Z,,30.6666666666667,2020-02-13
Frank Longbottom,Scarlet Witch,6,2019-11-27T09:49:11Z,2019-11-27T10:36:05Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:46:53.:00Z,,46.9,2019-11-27
Frank Longbottom,Scarlet Witch,6,2019-11-27T13:56:42Z,2019-11-27T14:14:54Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,Yes,,1899-12-30T00:18:12Z,,18.2,2019-11-27
Frank Longbottom,Scarlet Witch,6,2020-02-18T11:47:04Z,2020-02-18T13:26:41Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,ISS,1899-12-30T01:39:36.:00Z,,99.6166666587194,2020-02-18
Frank Longbottom,Wonder Girl,6,2020-02-11T12:38:24Z,2020-02-11T13:26:03Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:47:39Z,,47.65,2020-02-11
Frank Longbottom,Wonder Girl,6,2020-02-12T12:13:25Z,2020-02-12T13:35:22Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T01:21:56.:00Z,[ISLA facilitator notes],81.95,2020-02-12
Frank Longbottom,Wonder Girl,6,2020-02-20T11:54:53Z,2020-02-20T12:23:08.:00Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,Other,1899-12-30T00:28:16Z,[ISLA facilitator notes],28.2666666587194,2020-02-20
Frank Longbottom,Wonder Girl,6,2020-02-21T12:07:07Z,2020-02-21T01:20:07Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,OSS,,,-646.999999992053,2020-02-21
Frank Longbottom,Wonder Girl,6,2020-02-24T11:39:39Z,2020-02-24T12:04:08.:00Z,[teacher report of what happened],No,Yes,Yes,Yes,Yes,No,No,Yes,,,,24.4999999920527,2020-02-24
Frank Longbottom,Wonder Girl,6,2020-03-11T08:40:27Z,2020-03-11T08:56:45Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,Stayed until end of period,,,16.3000000079473,2020-03-11
Frank Longbottom,Batman,6,2019-11-21T08:45:52Z,2019-11-21T09:15:26Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:29:34Z,,29.5666666666667,2019-11-21
Frank Longbottom,Batman,6,2020-02-12T11:02:08Z,2020-02-12T11:21:36Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,,1899-12-30T00:19:28Z,,19.4666666666667,2020-02-12
Frank Longbottom,Batman,6,2020-02-19T10:55:31Z,2020-02-19T11:19:59.:00Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:24:28.:00Z,,24.4833333253861,2020-02-19
Frank Longbottom,Batman,6,2020-02-20T10:23:25Z,2020-02-20T11:30:06Z,,No,Yes,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T01:06:41Z,,66.6833333333333,2020-02-20
Frank Longbottom,Nick Fury,6,2019-11-14T14:44:25Z,2019-11-14T14:44:25Z,[teacher report of what happened],Yes,Yes,No,Yes,No,No,No,No,ISS,1899-12-30T00:00:00Z,,0,2019-11-14
Frank Longbottom,Lightning Lad,6,2020-01-07T09:12:15Z,2020-01-07T09:33:35Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,1899-12-30T00:21:20Z,,21.3333333333333,2020-01-07
Frank Longbottom,Lightning Lad,6,2020-01-23T08:41:09Z,2020-01-23T09:06:44Z,[teacher report of what happened],No,No,No,No,No,No,No,Yes,,1899-12-30T00:25:35Z,[ISLA facilitator notes],25.5833333253861,2020-01-23
Frank Longbottom,Lightning Lad,6,2020-01-23T09:34:11Z,2020-01-23T10:12:06Z,[teacher report of what happened],No,No,No,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:37:55Z,,37.9166666666667,2020-01-23
Frank Longbottom,Lightning Lad,6,2020-01-27T12:47:13Z,2020-01-27T14:15:27Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Student not ready,1899-12-30T01:28:13.:00Z,,88.2333333253861,2020-01-27
Frank Longbottom,Bucky Barnes,6,2019-12-04T12:24:42Z,2019-12-04T13:21:42Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:57:00Z,,57,2019-12-04
Frank Longbottom,Bucky Barnes,6,2020-02-25T08:53:15Z,2020-02-25T10:17:04Z,[teacher report of what happened],No,Yes,Yes,Yes,Yes,No,No,Yes,,,,83.8166666666667,2020-02-25
Frank Longbottom,Bucky Barnes,6,2020-02-25T11:36:20Z,2020-02-25T12:52:43.:00Z,[teacher report of what happened],No,Yes,No,Yes,Yes,No,No,No,OSS,,,76.3999999920527,2020-02-25
Frank Longbottom,Bucky Barnes,6,2020-03-03T09:01:20Z,2020-03-03T10:55:00Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,OSS,,,113.666666666667,2020-03-03
Frank Longbottom,Aquaman,6,2019-10-02T13:57:45Z,2019-10-02T15:07:08Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,ISS,1899-12-30T01:09:23Z,,69.3833333333333,2019-10-02
Augusta Longbottom,Hawkgirl,6,2020-02-27T13:53:50Z,2020-02-27T14:14:16Z,[teacher report of what happened],No,No,Yes,Yes,Yes,No,No,No,Stayed until end of period,,,20.4333333333333,2020-02-27
Augusta Longbottom,Wonder Girl,6,2019-11-27T13:10:19Z,2019-11-27T13:36:17.:00Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:25:59Z,,25.9833333253861,2019-11-27
Augusta Longbottom,Wonder Girl,6,2019-12-05T11:38:35Z,2019-12-05T11:48:14Z,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,Yes,,1899-12-30T00:09:39Z,,9.65000000794729,2019-12-05
Augusta Longbottom,Wonder Girl,6,2019-12-06T11:55:26Z,2019-12-06T13:20:24Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T01:24:58Z,,84.9666666666667,2019-12-06
Augusta Longbottom,Wonder Girl,6,2020-01-07T13:16:36Z,2020-01-07T13:34:37Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,No,Stayed until end of period,1899-12-30T00:18:01Z,,18.0166666666667,2020-01-07
Augusta Longbottom,Wonder Girl,6,2020-01-23T12:48:41.:00Z,2020-01-23T14:22:41Z,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,No,Other,1899-12-30T01:33:59Z,[ISLA facilitator notes],93.9833333492279,2020-01-23
Augusta Longbottom,Wonder Girl,6,2020-01-29T12:52:07Z,2020-01-29T13:40:07Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:48:00Z,,48,2020-01-29
Augusta Longbottom,Wonder Girl,6,2020-02-14T10:29:58Z,2020-02-14T10:49:58Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,No,Stayed until end of period,1899-12-30T00:20:00Z,,20.0000000079473,2020-02-14
Augusta Longbottom,Dr. Manhattan,6,2019-10-22T13:31:36Z,2019-10-22T13:46:16Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,No,Other,1899-12-30T00:14:40Z,[ISLA facilitator notes],14.6666666666667,2019-10-22
Augusta Longbottom,Bucky Barnes,6,2019-12-09T10:39:26Z,2019-12-09T10:56:40Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:17:13.:00Z,[ISLA facilitator notes],17.2333333253861,2019-12-09
Augusta Longbottom,Bucky Barnes,6,2019-12-10T10:26:33Z,2019-12-10T11:00:21.:00Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,Other,1899-12-30T00:33:48.:00Z,[ISLA facilitator notes],33.8166666587194,2019-12-10
Neville Longbottom,Hawkgirl,7,2020-03-04T09:43:54Z,2020-03-04T10:21:00Z,[teacher report of what happened],No,No,No,Yes,Yes,No,No,No,Stayed until end of period,,,37.0999999920527,2020-03-04
Neville Longbottom,Black Lightning,7,2019-11-22T11:12:15Z,2019-11-22T12:04:37Z,[teacher report of what happened],No,No,Yes,Yes,No,No,Yes,No,Stayed until end of period,1899-12-30T00:52:22Z,,52.3666666666667,2019-11-22
Neville Longbottom,Wasp,7,2019-11-12T13:59:20Z,2019-11-12T14:30:23Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:31:03Z,,31.0499999920527,2019-11-12
Neville Longbottom,Wasp,7,2019-11-14T11:59:49Z,2019-11-14T12:35:49Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,No,Stayed until end of period,1899-12-30T00:36:00Z,,36,2019-11-14
Neville Longbottom,Wonder Woman,7,2019-09-27T14:45:53Z,2019-09-27T15:06:19Z,,No,No,No,No,No,No,No,No,Stayed until end of period,1899-12-30T00:20:26Z,,20.4333333333333,2019-09-27
Neville Longbottom,Wonder Woman,7,2019-09-30T14:20:52Z,2019-09-30T15:05:38Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:44:46Z,,44.7666666666667,2019-09-30
Neville Longbottom,Wonder Woman,7,2019-10-02T14:24:40Z,2019-10-02T15:05:55Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:41:15Z,,41.25,2019-10-02
Neville Longbottom,Wonder Woman,7,2019-10-04T14:23:57Z,2019-10-04T15:07:24Z,,No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:43:27Z,,43.45,2019-10-04
Neville Longbottom,Wonder Woman,7,2020-01-13T14:18:24Z,2020-01-13T15:03:57Z,[teacher report of what happened],No,Yes,Yes,Yes,Yes,No,Yes,No,Other,1899-12-30T00:45:33Z,[ISLA facilitator notes],45.55,2020-01-13
Neville Longbottom,Hawkman,7,2019-12-03T14:25:43Z,2019-12-03T15:04:32.:00Z,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,No,Other,1899-12-30T00:38:49.:00Z,[ISLA facilitator notes],38.8333333253861,2019-12-03
Luna Lovegood,Zatana,8,2019-09-23T14:50:13Z,2019-09-23T15:06:29Z,[teacher report of what happened],No,No,Yes,Yes,Yes,No,No,No,Teacher not ready,1899-12-30T00:16:16Z,,16.2666666666667,2019-09-23
Luna Lovegood,Zatana,8,2019-10-02T14:31:57Z,2019-10-02T14:54:54.:00Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,1899-12-30T00:22:57.:00Z,,22.9666666587194,2019-10-02
Luna Lovegood,Zatana,8,2019-10-15T14:00:32.:00Z,2019-10-15T14:15:56Z,[teacher report of what happened],No,No,Yes,No,No,No,No,Yes,,1899-12-30T00:15:23Z,,15.3833333412806,2019-10-15
Luna Lovegood,Zatana,8,2020-03-04T13:17:37Z,2020-03-04T13:22:08Z,[teacher report of what happened],No,No,No,Yes,Yes,No,No,No,Stayed until end of period,,,4.51666667461395,2020-03-04
Xenophilius Lovegood,Zatana,8,2019-10-31T13:49:31Z,2019-10-31T13:59:24Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:09:52.:00Z,,9.88333332538605,2019-10-31
Xenophilius Lovegood,Superman,8,2020-01-27T10:56:50Z,2020-01-27T11:00:50Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Other,1899-12-30T00:04:00Z,[ISLA facilitator notes],4,2020-01-27
Xenophilius Lovegood,Nick Fury,8,2019-09-18T08:33:09Z,2019-09-18T14:59:12Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,ISS,1899-12-30T06:26:03Z,,386.05,2019-09-18
Remus Lupin,Zatana,8,2019-11-25T09:17:37Z,2019-11-25T09:35:25Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:17:48Z,,17.8,2019-11-25
Teddy Lupin,Zatana,8,2019-12-11T10:50:11Z,2019-12-11T11:05:52Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:15:41Z,,15.6833333333333,2019-12-11
Teddy Lupin,Zatana,8,2019-12-12T08:45:31Z,2019-12-12T08:54:48Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,1899-12-30T00:09:17Z,,9.28333333333333,2019-12-12
Teddy Lupin,Zatana,8,2020-02-13T14:04:42.:00Z,2020-02-13T14:48:49Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:44:06Z,,44.1000000158946,2020-02-13
Teddy Lupin,Zatana,8,2020-02-27T14:50:52Z,2020-02-27T15:05:42.:00Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,,,14.8499999920527,2020-02-27
Walden Macnair,Zatana,8,2019-12-11T14:08:08Z,2019-12-11T15:07:26Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:59:18Z,,59.3,2019-12-11
Walden Macnair,Zatana,8,2019-12-20T13:02:39Z,2019-12-20T14:23:56Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,,1899-12-30T01:21:17Z,,81.2833333333333,2019-12-20
Walden Macnair,Zatana,8,2019-12-20T14:36:17Z,2019-12-20T14:37:16Z,,,,,,,,,,,1899-12-30T00:00:59Z,,0.983333333333333,2019-12-20
Walden Macnair,Zatana,8,2020-02-19T13:55:20Z,2020-02-19T15:01:45Z,[teacher report of what happened],No,No,Yes,Yes,No,Yes,No,No,Student not ready,1899-12-30T01:06:25Z,,66.4166666666667,2020-02-19
Walden Macnair,Hawkman,8,2020-02-19T09:05:11Z,2020-02-19T09:56:00Z,[teacher report of what happened],Yes,Yes,No,Yes,No,No,No,Yes,,1899-12-30T00:50:49Z,,50.816666674614,2020-02-19
Walden Macnair,Dr. Strange,8,2019-11-26T09:27:28Z,2019-11-26T10:05:37Z,[teacher report of what happened],No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:38:09Z,,38.15,2019-11-26
Walden Macnair,Shazam!,8,2020-02-05T11:39:26Z,2020-02-05T11:45:39Z,[teacher report of what happened],No,No,No,No,No,No,No,Yes,,1899-12-30T00:06:13Z,,6.21666666666667,2020-02-05
Draco Malfoy,Zatana,8,2019-12-16T12:46:37Z,2019-12-16T13:09:12Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:22:35Z,,22.5833333333333,2019-12-16
Draco Malfoy,Iron Fist,8,2019-12-04T13:55:57Z,2019-12-04T13:55:57Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,Yes,,1899-12-30T00:00:00Z,,0,2019-12-04
Draco Malfoy,Silver Surfer,8,2020-01-29T08:40:28.:00Z,2020-01-29T08:52:17Z,[teacher report of what happened],No,No,Yes,Yes,No,Yes,No,No,Other,1899-12-30T00:11:48Z,[ISLA facilitator notes],11.8000000079473,2020-01-29
Lucius Malfoy,Zatana,8,2020-01-13T09:37:56Z,2020-01-13T10:02:28Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:24:31.:00Z,,24.5333333333333,2020-01-13
Lucius Malfoy,Zatana,8,2020-01-14T09:25:54Z,2020-01-14T10:10:46Z,[teacher report of what happened],No,No,Yes,Yes,Yes,No,No,No,Student not ready,1899-12-30T00:44:52Z,[ISLA facilitator notes],44.8666666666667,2020-01-14
Narcissa Malfoy,Zatana,8,2020-01-23T09:42:33Z,2020-01-23T09:57:37Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:15:04Z,,15.066666674614,2020-01-23
Scorpius Malfoy,Scarlet Witch,8,2019-09-10T12:53:04Z,,,,,,,Yes,Yes,Yes,Yes,,,[ISLA facilitator notes],,2019-09-10
Scorpius Malfoy,Scarlet Witch,8,2020-01-28T14:31:47Z,2020-01-28T15:07:16Z,,No,Yes,No,Yes,No,No,No,No,ISS,1899-12-30T00:35:29Z,,35.4833333253861,2020-01-28
Scorpius Malfoy,Nick Fury,8,2020-02-12T09:30:59Z,2020-02-12T09:48:18Z,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,Yes,,1899-12-30T00:17:18.:00Z,,17.3166666666667,2020-02-12
Scorpius Malfoy,Iron Fist,8,2020-01-23T13:56:40Z,2020-01-23T14:08:52.:00Z,[teacher report of what happened],No,Yes,No,No,No,No,No,No,Other,1899-12-30T00:12:12.:00Z,[ISLA facilitator notes],12.2166666587194,2020-01-23
Scorpius Malfoy,Iron Fist,8,2020-01-27T13:31:05.:00Z,2020-01-27T14:05:09.:00Z,,No,No,No,No,No,No,No,No,Other,1899-12-30T00:34:04Z,[ISLA facilitator notes],34.0666666666667,2020-01-27
Scorpius Malfoy,Iron Fist,8,2020-01-27T14:47:39Z,2020-01-27T15:03:39Z,[teacher report of what happened],Yes,No,No,No,No,No,No,No,Other,1899-12-30T00:16:00Z,[ISLA facilitator notes],16,2020-01-27
Scorpius Malfoy,Iron Fist,8,2020-01-29T14:24:01.:00Z,2020-01-29T14:35:02Z,[teacher report of what happened],No,Yes,No,No,No,No,No,Yes,,1899-12-30T00:11:00Z,,11.0000000079473,2020-01-29
Scorpius Malfoy,Dr. Strange,8,2020-01-15T13:00:07Z,2020-01-15T13:29:27Z,,,,,,,,,,,1899-12-30T00:29:19.:00Z,,29.3333333333333,2020-01-15
Scorpius Malfoy,Shazam!,8,2020-02-05T11:38:43Z,2020-02-05T11:46:45Z,[teacher report of what happened],No,No,No,No,No,No,No,Yes,,1899-12-30T00:08:02Z,,8.03333333333333,2020-02-05
Scorpius Malfoy,Jean Grey,8,2020-03-02T13:51:22Z,2020-03-02T14:37:25.:00Z,[teacher report of what happened],Yes,Yes,No,Yes,No,No,No,Yes,,,,46.0666666587194,2020-03-02
Madam Malkin,Scarlet Witch,7,2019-10-08T13:51:41Z,2019-10-08T14:25:57Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:34:16Z,,34.2666666666667,2019-10-08
Madam Malkin,Superman,7,2020-01-24T09:12:11Z,2020-01-24T09:28:38Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:16:27Z,,16.45,2020-01-24
Griselda Marchbanks,Scarlet Witch,7,2019-10-14T10:34:20Z,2019-10-14T11:02:33Z,[teacher report of what happened],No,Yes,Yes,Yes,Yes,No,No,No,Stayed until end of period,1899-12-30T00:28:13Z,,28.2166666666667,2019-10-14
Griselda Marchbanks,Scarlet Witch,7,2019-11-01T13:45:43Z,2019-11-01T14:09:02Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:23:19Z,,23.3166666666667,2019-11-01
Griselda Marchbanks,Wasp,7,2019-10-18T13:32:41Z,2019-10-18T15:03:35Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T01:30:54Z,,90.9,2019-10-18
Griselda Marchbanks,Wonder Woman,7,2019-09-12T14:18:49Z,2019-09-12T15:04:47Z,[teacher report of what happened],No,,,,,,,,,1899-12-30T00:45:57.:00Z,,45.9666666666667,2019-09-12
Griselda Marchbanks,Wonder Woman,7,2019-09-13T14:26:47Z,2019-09-13T15:05:32Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Not enough time left in period,1899-12-30T00:38:45Z,,38.7500000079473,2019-09-13
Griselda Marchbanks,Wonder Woman,7,2019-09-27T14:43:39.:00Z,2019-09-27T15:04:58Z,,No,No,No,No,No,No,No,No,Stayed until end of period,1899-12-30T00:21:18Z,,21.3000000079473,2019-09-27
Griselda Marchbanks,Wonder Woman,7,2019-09-30T14:20:17Z,2019-09-30T15:02:57Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:42:40Z,,42.6666666666667,2019-09-30
Griselda Marchbanks,Wonder Woman,7,2019-10-01T14:41:03.:00Z,2019-10-01T15:02:45Z,,No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:21:41Z,,21.6833333412806,2019-10-01
Griselda Marchbanks,Wonder Woman,7,2019-10-02T11:25:54.:00Z,2019-10-02T13:29:41Z,,No,No,Yes,Yes,Yes,No,No,No,Stayed until end of period,1899-12-30T02:03:46Z,,123.766666674614,2019-10-02
Griselda Marchbanks,Wonder Woman,7,2019-10-14T14:21:28Z,2019-10-14T15:06:12Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:44:44Z,,44.7333333333333,2019-10-14
Griselda Marchbanks,Wonder Woman,7,2019-11-21T14:49:46Z,2019-11-21T15:04:49Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:15:03Z,,15.0500000079473,2019-11-21
Griselda Marchbanks,Wonder Woman,7,2019-12-12T14:29:55Z,2019-12-12T15:05:33Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,,1899-12-30T00:35:38Z,,35.6333333333333,2019-12-12
